Publishing_Year,Genre,Publisher,Author_Rating,average_rating
2013,"Self-Help & Instruction","Penguin Group (USA) LLC",Intermediate,4.170000
2013,"Science Fiction","Penguin Group (USA) LLC",Novice,3.460000
2013,Mystery,"Amazon Digital Services,  Inc.",Intermediate,3.820000
2013,"Historical Fiction","Amazon Digital Services,  Inc.",Intermediate,3.740000
2013,Fantasy,"Amazon Digital Services,  Inc.",Intermediate,4.300000
2013,Essays/Journalism,Macmillan,Intermediate,3.800000
2013,"Young Adult","Simon and Schuster Digital Sales Inc",Excellent,4.370000
2014,"Literary Fiction","Amazon Digital Services,  Inc.",Intermediate,3.785000
2014,"Historical Fiction",HarperCollins,Intermediate,3.580000
2014,Fantasy,"Amazon Digital Services,  Inc.",Famous,4.445000
2014,Thriller,Macmillan,Intermediate,3.920000
2014,Biography/Autobiography/Memoir,"Random House LLC",Novice,3.330000
2014,Fantasy,HarperCollins,Famous,4.770000
2014,Fantasy,Macmillan,Famous,4.460000
2014,"Literary Fiction","Random House LLC",Intermediate,3.980000
2014,"Science Fiction","Simon and Schuster Digital Sales Inc",Intermediate,3.930000
2014,Mystery,"Amazon Digital Services,  Inc.",Intermediate,3.985000
2014,Romance,Macmillan,Intermediate,3.560000
2014,Romance,"Amazon Digital Services,  Inc.",Intermediate,3.550000
2014,"Young Adult","Simon and Schuster Digital Sales Inc",Excellent,4.140000
2014,Horror,"Amazon Digital Services,  Inc.",Intermediate,3.750000
2014,Thriller,"Random House LLC",Intermediate,3.810000
2014,Fantasy,"Amazon Digital Services,  Inc.",Excellent,4.150000
2014,"Young Adult","Amazon Digital Services,  Inc.",Intermediate,3.940000
2014,"Science Fiction","Random House LLC",Intermediate,3.810000
2014,"Young Adult","Amazon Digital Services,  Inc.",Excellent,4.105000
2014,Fantasy,"Penguin Group (USA) LLC",Excellent,4.070000
2014,"Self-Help & Instruction","Amazon Digital Services,  Inc.",Famous,4.400000
2014,"Science Fiction","Amazon Digital Services,  Inc.",Excellent,4.260000
2014,Essays/Journalism,"Penguin Group (USA) LLC",Excellent,4.170000
2014,Fantasy,"Hachette Book Group",Famous,4.530000
2014,Romance,"Random House LLC",Excellent,4.315000
2014,Fantasy,"Amazon Digital Services,  Inc.",Intermediate,3.920000
2014,Thriller,"Amazon Digital Services,  Inc.",Intermediate,3.520000
2014,Romance,"Hachette Book Group",Intermediate,3.940000
2015,Thriller,"Amazon Digital Services,  Inc.",Intermediate,3.800000
2015,"Science Fiction","Amazon Digital Services,  Inc.",Famous,4.460000
2015,Romance,"Amazon Digital Services,  Inc.",Excellent,4.250000
2015,"Historical Fiction","Penguin Group (USA) LLC",Excellent,4.070000
2015,Fantasy,HarperCollins,Excellent,4.320000
2015,"Literary Fiction",HarperCollins,Intermediate,3.560000
2015,"Young Adult","Amazon Digital Services,  Inc.",Excellent,4.110000
2015,"Literary Fiction","Amazon Digital Services,  Inc.",Excellent,4.270000
2015,Romance,"Hachette Book Group",Intermediate,3.760000
2015,Thriller,"Amazon Digital Services,  Inc.",Excellent,4.030000
2015,Biography/Autobiography/Memoir,"Amazon Digital Services,  Inc.",Famous,4.400000
2015,Mystery,"Penguin Group (USA) LLC",Excellent,4.210000
2015,"Young Adult",HarperCollins,Excellent,4.190000
2015,Biography/Autobiography/Memoir,"Random House LLC",Intermediate,3.890000
2015,Fantasy,"Amazon Digital Services,  Inc.",Excellent,4.290000
2015,Romance,"Amazon Digital Services,  Inc.",Intermediate,3.775000
2015,"Literary Fiction","Penguin Group (USA) LLC",Novice,3.400000
2015,Thriller,"Random House LLC",Intermediate,3.730000
2015,Fantasy,"Amazon Digital Services,  Inc.",Intermediate,4.080000
2015,"Young Adult","Amazon Digital Services,  Inc.",Intermediate,3.850000
2015,"Young Adult","Amazon Digital Services,  Inc.",Famous,4.490000
2015,Fantasy,Macmillan,Famous,4.600000
2015,Thriller,"Simon and Schuster Digital Sales Inc",Novice,3.480000
2015,"Literary Fiction","Amazon Digital Services,  Inc.",Novice,3.310000
2016,Biography/Autobiography/Memoir,"Amazon Digital Services,  Inc.",Intermediate,3.990000
2016,Biography/Autobiography/Memoir,"Amazon Digital Services,  Inc.",Excellent,4.320000
2016,"Literary Fiction","Amazon Digital Services,  Inc.",Novice,3.450000
2016,Thriller,"Random House LLC",Novice,3.490000
2016,"Literary Fiction","Penguin Group (USA) LLC",Excellent,4.350000
2016,"Literary Fiction","Amazon Digital Services,  Inc.",Intermediate,3.550000
2016,Thriller,"Penguin Group (USA) LLC",Intermediate,3.930000
2016,Romance,"Penguin Group (USA) LLC",Famous,4.440000
2016,Thriller,"Amazon Digital Services,  Inc.",Intermediate,3.670000
2016,Fantasy,"Simon and Schuster Digital Sales Inc",Famous,4.720000
2016,"Historical Fiction","Amazon Digital Services,  Inc.",Excellent,4.040000
